Month,Customer,Region,SalesChannel,CustomerSegment,Product,Category,Qty,Price,Cost,CompetitorPrice,PriceIncreaseHistory,PromotionFlag,Revenue,TotalCost,Profit,MarginPct
2025-01,Customer 17,West Indonesia,Modern Trade,Key Account,SKU 13,Frozen,1056,9714,7088,10297,0%,N,10257984,7484928,2773056,0.2703
2025-01,Customer 17,West Indonesia,Modern Trade,Key Account,SKU 11,Dairy,116,9736,6631,10066,3%,N,1129376,769196,360180,0.3189
2025-01,Customer 17,West Indonesia,General Trade,Key Account,SKU 05,Snack,406,14142,9664,12978,3%,N,5741652,3923584,1818068,0.3166
2025-01,Customer 17,West Indonesia,Modern Trade,Key Account,SKU 14,Frozen,1074,12609,8856,13420,0%,Y,13542066,9511344,4030722,0.2976
2025-01,Customer 17,West Indonesia,Modern Trade,Key Account,SKU 17,Personal Care,1037,25465,17714,27879,3%,Y,26407205,18369418,8037787,0.3044
2025-01,Customer 17,West Indonesia,Modern Trade,Key Account,SKU 01,Beverage,416,22819,17522,21710,5%,N,9492704,7289152,2203552,0.2321
2025-01,Customer 17,West Indonesia,General Trade,Key Account,SKU 16,Frozen,1070,49649,39496,45043,0%,N,53124430,42260720,10863710,0.2045
2025-01,Customer 18,East Indonesia,Modern Trade,Key Account,SKU 17,Personal Care,614,23998,19303,25812,5%,N,14734772,11852042,2882730,0.1956
2025-01,Customer 18,East Indonesia,Modern Trade,Key Account,SKU 16,Frozen,1088,45713,28352,42728,0%,N,49735744,30846976,18888768,0.3798
2025-01,Customer 18,East Indonesia,Online,Key Account,SKU 12,Dairy,317,9221,5838,10000,3%,N,2923057,1850646,1072411,0.3669
2025-01,Customer 18,East Indonesia,Online,Key Account,SKU 05,Snack,877,15016,10201,15992,0%,N,13169032,8946277,4222755,0.3207
2025-01,Customer 18,East Indonesia,Online,Key Account,SKU 18,Personal Care,973,25662,16264,25916,0%,N,24969126,15824872,9144254,0.3662
2025-01,Customer 18,East Indonesia,Modern Trade,Key Account,SKU 08,Snack,596,29991,21289,30835,3%,N,17874636,12688244,5186392,0.2902
2025-01,Customer 18,East Indonesia,General Trade,Key Account,SKU 15,Frozen,1142,44827,31227,42063,0%,N,51192434,35661234,15531200,0.3034
2025-01,Customer 18,East Indonesia,Online,Key Account,SKU 06,Snack,744,23091,17866,21886,0%,Y,17179704,13292304,3887400,0.2263
2025-01,Customer 18,East Indonesia,General Trade,Key Account,SKU 13,Frozen,240,10041,6470,10278,0%,N,2409840,1552800,857040,0.3556
2025-01,Customer 19,West Indonesia,Modern Trade,Distributor,SKU 01,Beverage,797,22880,18076,23041,0%,N,18235360,14406572,3828788,0.21
2025-01,Customer 19,West Indonesia,Modern Trade,Distributor,SKU 13,Frozen,293,10648,6918,9673,0%,N,3119864,2026974,1092890,0.3503
2025-01,Customer 19,West Indonesia,Modern Trade,Distributor,SKU 12,Dairy,447,8704,7059,8683,0%,Y,3890688,3155373,735315,0.189
2025-01,Customer 19,West Indonesia,Modern Trade,Distributor,SKU 16,Frozen,648,47006,32620,46624,5%,N,30459888,21137760,9322128,0.306
2025-01,Customer 19,West Indonesia,Online,Distributor,SKU 09,Dairy,155,22493,17199,23882,0%,Y,3486415,2665845,820570,0.2354
2025-01,Customer 19,West Indonesia,General Trade,Distributor,SKU 10,Dairy,293,45464,37527,46711,5%,N,13320952,10995411,2325541,0.1746
2025-01,Customer 19,West Indonesia,General Trade,Distributor,SKU 08,Snack,250,28653,23562,30844,8%,Y,7163250,5890500,1272750,0.1777
2025-01,Customer 19,West Indonesia,Modern Trade,Distributor,SKU 14,Frozen,137,13694,8359,14286,0%,Y,1876078,1145183,730895,0.3896
2025-01,Customer 19,West Indonesia,Modern Trade,Distributor,SKU 11,Dairy,718,8965,6518,8896,8%,N,6436870,4679924,1756946,0.273
2025-01,Customer 19,West Indonesia,Modern Trade,Distributor,SKU 18,Personal Care,552,26370,16969,27215,0%,N,14556240,9366888,5189352,0.3565
2025-01,Customer 19,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,1049,25627,21135,24232,3%,N,26882723,22170615,4712108,0.1753
2025-01,Customer 19,West Indonesia,General Trade,Distributor,SKU 03,Beverage,1020,43361,32683,44608,0%,N,44228220,33336660,10891560,0.2463
2025-01,Customer 20,West Indonesia,General Trade,Retailer,SKU 14,Frozen,845,12829,10674,12818,8%,Y,10840505,9019530,1820975,0.168
2025-01,Customer 20,West Indonesia,General Trade,Retailer,SKU 07,Snack,172,47478,38710,51455,5%,N,8166216,6658120,1508096,0.1847
2025-01,Customer 20,West Indonesia,General Trade,Retailer,SKU 03,Beverage,715,49691,39109,46516,0%,Y,35529065,27962935,7566130,0.213
2025-01,Customer 20,West Indonesia,Modern Trade,Retailer,SKU 19,Personal Care,716,39538,32988,36887,3%,Y,28309208,23619408,4689800,0.1657
2025-01,Customer 20,West Indonesia,Modern Trade,Retailer,SKU 15,Frozen,334,49228,35547,47676,5%,N,16442152,11872698,4569454,0.2779
2025-01,Customer 20,West Indonesia,Modern Trade,Retailer,SKU 09,Dairy,750,24453,15319,22466,5%,N,18339750,11489250,6850500,0.3735
2025-01,Customer 20,West Indonesia,General Trade,Retailer,SKU 11,Dairy,1193,9159,6773,9601,0%,N,10926687,8080189,2846498,0.2605
2025-01,Customer 20,West Indonesia,General Trade,Retailer,SKU 17,Personal Care,930,26212,17764,27863,3%,N,24377160,16520520,7856640,0.3223
2025-01,Customer 20,West Indonesia,Modern Trade,Retailer,SKU 01,Beverage,162,24875,18371,26173,3%,Y,4029750,2976102,1053648,0.2615
2025-01,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 07,Snack,87,42785,27610,41949,0%,N,3722295,2402070,1320225,0.3547
2025-01,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 13,Frozen,388,9974,7737,9947,3%,N,3869912,3001956,867956,0.2243
2025-01,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 01,Beverage,109,23117,17548,24020,8%,N,2519753,1912732,607021,0.2409
2025-01,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 09,Dairy,1199,25132,18329,23359,0%,N,30133268,21976471,8156797,0.2707
2025-01,Customer 21,Central Indonesia,General Trade,Key Account,SKU 14,Frozen,887,12715,9530,13982,3%,N,11278205,8453110,2825095,0.2505
2025-01,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 20,Personal Care,453,14712,10652,15259,3%,N,6664536,4825356,1839180,0.276
2025-01,Customer 21,Central Indonesia,General Trade,Key Account,SKU 15,Frozen,187,49120,31964,53832,3%,Y,9185440,5977268,3208172,0.3493
2025-01,Customer 21,Central Indonesia,Online,Key Account,SKU 17,Personal Care,305,25921,20073,27385,5%,Y,7905905,6122265,1783640,0.2256
2025-01,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 18,Personal Care,978,29425,23848,31206,0%,N,28777650,23323344,5454306,0.1895
2025-01,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 19,Personal Care,692,38031,27538,39776,0%,N,26317452,19056296,7261156,0.2759
2025-01,Customer 21,Central Indonesia,General Trade,Key Account,SKU 12,Dairy,238,8627,7166,7787,0%,N,2053226,1705508,347718,0.1694
2025-01,Customer 21,Central Indonesia,Modern Trade,Key Account,SKU 04,Beverage,959,18503,15293,17659,0%,N,17744377,14665987,3078390,0.1735
2025-01,Customer 21,Central Indonesia,Online,Key Account,SKU 10,Dairy,256,47268,30208,42980,3%,N,12100608,7733248,4367360,0.3609
2025-01,Customer 22,West Indonesia,Online,Retailer,SKU 03,Beverage,1041,44963,30447,49165,0%,Y,46806483,31695327,15111156,0.3228
2025-01,Customer 22,West Indonesia,Online,Retailer,SKU 19,Personal Care,683,35080,23248,35509,0%,N,23959640,15878384,8081256,0.3373
2025-01,Customer 22,West Indonesia,General Trade,Retailer,SKU 16,Frozen,77,48870,30148,49295,0%,Y,3762990,2321396,1441594,0.3831
2025-01,Customer 22,West Indonesia,General Trade,Retailer,SKU 10,Dairy,898,46464,38863,48034,0%,N,41724672,34898974,6825698,0.1636
2025-01,Customer 22,West Indonesia,General Trade,Retailer,SKU 12,Dairy,691,9118,6133,8410,8%,N,6300538,4237903,2062635,0.3274
2025-01,Customer 22,West Indonesia,Modern Trade,Retailer,SKU 09,Dairy,294,25123,16338,23438,5%,N,7386162,4803372,2582790,0.3497
2025-01,Customer 22,West Indonesia,General Trade,Retailer,SKU 14,Frozen,265,12284,7758,11452,8%,N,3255260,2055870,1199390,0.3684
2025-01,Customer 22,West Indonesia,Modern Trade,Retailer,SKU 05,Snack,734,15371,12189,14034,8%,N,11282314,8946726,2335588,0.207
2025-01,Customer 22,West Indonesia,Modern Trade,Retailer,SKU 17,Personal Care,1179,25120,20085,24877,0%,N,29616480,23680215,5936265,0.2004
2025-01,Customer 22,West Indonesia,General Trade,Retailer,SKU 13,Frozen,764,11208,7295,10730,3%,N,8562912,5573380,2989532,0.3491
2025-01,Customer 22,West Indonesia,Online,Retailer,SKU 20,Personal Care,1154,15082,10542,15181,3%,Y,17404628,12165468,5239160,0.301
2025-01,Customer 22,West Indonesia,Online,Retailer,SKU 11,Dairy,438,9401,7655,8981,0%,N,4117638,3352890,764748,0.1857
2025-01,Customer 23,West Indonesia,Modern Trade,Retailer,SKU 17,Personal Care,298,24053,18562,21788,0%,N,7167794,5531476,1636318,0.2283
2025-01,Customer 23,West Indonesia,Online,Retailer,SKU 15,Frozen,1079,47516,30735,50548,3%,N,51269764,33163065,18106699,0.3532
2025-01,Customer 23,West Indonesia,Modern Trade,Retailer,SKU 02,Beverage,999,9075,6157,9654,0%,N,9065925,6150843,2915082,0.3215
2025-01,Customer 23,West Indonesia,Modern Trade,Retailer,SKU 10,Dairy,206,51650,32289,47951,0%,N,10639900,6651534,3988366,0.3748
2025-01,Customer 23,West Indonesia,Modern Trade,Retailer,SKU 12,Dairy,1157,8981,6782,9594,8%,N,10391017,7846774,2544243,0.2449
2025-01,Customer 23,West Indonesia,Modern Trade,Retailer,SKU 18,Personal Care,987,25685,20158,24734,3%,Y,25351095,19895946,5455149,0.2152
2025-01,Customer 23,West Indonesia,General Trade,Retailer,SKU 01,Beverage,507,25149,16517,24038,3%,N,12750543,8374119,4376424,0.3432
2025-01,Customer 23,West Indonesia,Modern Trade,Retailer,SKU 20,Personal Care,193,13734,8354,14154,5%,N,2650662,1612322,1038340,0.3917
2025-01,Customer 24,West Indonesia,Modern Trade,Retailer,SKU 17,Personal Care,650,23596,16643,25796,3%,Y,15337400,10817950,4519450,0.2947
2025-01,Customer 24,West Indonesia,General Trade,Retailer,SKU 05,Snack,1003,15009,11629,16455,3%,N,15054027,11663887,3390140,0.2252
2025-01,Customer 24,West Indonesia,Modern Trade,Retailer,SKU 20,Personal Care,687,13892,11366,14457,0%,N,9543804,7808442,1735362,0.1818
2025-01,Customer 24,West Indonesia,Modern Trade,Retailer,SKU 14,Frozen,337,12344,9156,13145,0%,Y,4159928,3085572,1074356,0.2583
2025-01,Customer 24,West Indonesia,Online,Retailer,SKU 04,Beverage,386,20034,12261,21445,3%,N,7733124,4732746,3000378,0.388
2025-01,Customer 24,West Indonesia,Modern Trade,Retailer,SKU 10,Dairy,749,49335,39938,48636,5%,N,36951915,29913562,7038353,0.1905
2025-01,Customer 24,West Indonesia,General Trade,Retailer,SKU 18,Personal Care,715,25830,20866,23840,8%,Y,18468450,14919190,3549260,0.1922
2025-01,Customer 24,West Indonesia,General Trade,Retailer,SKU 08,Snack,1116,31540,25854,31650,0%,N,35198640,28853064,6345576,0.1803
2025-01,Customer 24,West Indonesia,Online,Retailer,SKU 16,Frozen,224,49255,36964,48697,3%,N,11033120,8279936,2753184,0.2495
2025-01,Customer 24,West Indonesia,General Trade,Retailer,SKU 07,Snack,558,46659,30765,42965,0%,N,26035722,17166870,8868852,0.3406
2025-01,Customer 24,West Indonesia,General Trade,Retailer,SKU 12,Dairy,910,8436,5634,9252,0%,N,7676760,5126940,2549820,0.3321
2025-01,Customer 24,West Indonesia,General Trade,Retailer,SKU 11,Dairy,265,9304,6424,8458,0%,Y,2465560,1702360,763200,0.3095
2025-01,Customer 24,West Indonesia,Modern Trade,Retailer,SKU 06,Snack,493,24179,17421,24714,0%,N,11920247,8588553,3331694,0.2795
2025-01,Customer 24,West Indonesia,Modern Trade,Retailer,SKU 01,Beverage,707,23935,19471,25530,0%,N,16922045,13765997,3156048,0.1865
2025-01,Customer 25,East Indonesia,Online,Key Account,SKU 06,Snack,50,24412,19101,25246,3%,N,1220600,955050,265550,0.2176
2025-01,Customer 25,East Indonesia,Modern Trade,Key Account,SKU 02,Beverage,656,9505,7654,9764,0%,Y,6235280,5021024,1214256,0.1947
2025-01,Customer 25,East Indonesia,Modern Trade,Key Account,SKU 07,Snack,782,41871,34246,43255,3%,N,32743122,26780372,5962750,0.1821
2025-01,Customer 25,East Indonesia,General Trade,Key Account,SKU 04,Beverage,538,18114,12765,16559,0%,Y,9745332,6867570,2877762,0.2953
2025-01,Customer 25,East Indonesia,Online,Key Account,SKU 12,Dairy,1016,8973,6833,9150,0%,N,9116568,6942328,2174240,0.2385
2025-01,Customer 25,East Indonesia,General Trade,Key Account,SKU 18,Personal Care,768,28269,23136,26123,0%,N,21710592,17768448,3942144,0.1816
2025-01,Customer 25,East Indonesia,General Trade,Key Account,SKU 19,Personal Care,347,38571,29843,38176,0%,Y,13384137,10355521,3028616,0.2263
2025-01,Customer 25,East Indonesia,General Trade,Key Account,SKU 03,Beverage,627,46591,31951,48010,3%,N,29212557,20033277,9179280,0.3142
2025-01,Customer 25,East Indonesia,Modern Trade,Key Account,SKU 14,Frozen,472,13679,9149,14469,5%,N,6456488,4318328,2138160,0.3312
2025-01,Customer 25,East Indonesia,Modern Trade,Key Account,SKU 15,Frozen,245,48440,40164,46685,0%,N,11867800,9840180,2027620,0.1709
2025-01,Customer 25,East Indonesia,Modern Trade,Key Account,SKU 13,Frozen,1200,10776,8320,10058,0%,N,12931200,9984000,2947200,0.2279
2025-01,Customer 25,East Indonesia,Modern Trade,Key Account,SKU 16,Frozen,889,46024,29391,47366,0%,N,40915336,26128599,14786737,0.3614
2025-01,Customer 25,East Indonesia,General Trade,Key Account,SKU 01,Beverage,176,24160,15107,24310,3%,N,4252160,2658832,1593328,0.3747
2025-01,Customer 25,East Indonesia,Online,Key Account,SKU 05,Snack,889,13364,8577,12638,0%,N,11880596,7624953,4255643,0.3582
2025-01,Customer 26,East Indonesia,Modern Trade,Distributor,SKU 01,Beverage,852,22989,19317,22462,0%,N,19586628,16458084,3128544,0.1597
2025-01,Customer 26,East Indonesia,Modern Trade,Distributor,SKU 07,Snack,356,45427,29167,48502,5%,N,16172012,10383452,5788560,0.3579
2025-01,Customer 26,East Indonesia,Modern Trade,Distributor,SKU 08,Snack,1191,28498,17509,27188,3%,N,33941118,20853219,13087899,0.3856
2025-01,Customer 26,East Indonesia,Modern Trade,Distributor,SKU 19,Personal Care,536,34641,27857,36597,0%,N,18567576,14931352,3636224,0.1958
2025-01,Customer 26,East Indonesia,Modern Trade,Distributor,SKU 16,Frozen,817,46896,36705,50202,8%,N,38314032,29987985,8326047,0.2173
2025-01,Customer 26,East Indonesia,Modern Trade,Distributor,SKU 09,Dairy,113,24380,18279,24177,3%,Y,2754940,2065527,689413,0.2502
2025-01,Customer 26,East Indonesia,General Trade,Distributor,SKU 20,Personal Care,529,13377,10302,12131,8%,N,7076433,5449758,1626675,0.2299
2025-01,Customer 26,East Indonesia,Online,Distributor,SKU 15,Frozen,720,49345,35570,50220,0%,N,35528400,25610400,9918000,0.2792
2025-01,Customer 26,East Indonesia,General Trade,Distributor,SKU 13,Frozen,459,10243,7455,10401,8%,N,4701537,3421845,1279692,0.2722
2025-01,Customer 26,East Indonesia,General Trade,Distributor,SKU 12,Dairy,132,8689,6521,9221,8%,N,1146948,860772,286176,0.2495
2025-01,Customer 26,East Indonesia,Modern Trade,Distributor,SKU 17,Personal Care,166,23535,17887,22312,0%,N,3906810,2969242,937568,0.24
2025-01,Customer 26,East Indonesia,Online,Distributor,SKU 05,Snack,893,14288,10810,12913,3%,N,12759184,9653330,3105854,0.2434
2025-01,Customer 27,West Indonesia,Modern Trade,Retailer,SKU 05,Snack,74,14568,8992,15841,5%,N,1078032,665408,412624,0.3828
2025-01,Customer 27,West Indonesia,Modern Trade,Retailer,SKU 06,Snack,308,26225,19757,26160,0%,Y,8077300,6085156,1992144,0.2466
2025-01,Customer 27,West Indonesia,General Trade,Retailer,SKU 11,Dairy,466,8948,6053,9184,3%,N,4169768,2820698,1349070,0.3235
2025-01,Customer 27,West Indonesia,Modern Trade,Retailer,SKU 04,Beverage,94,20688,15115,18937,5%,N,1944672,1420810,523862,0.2694
2025-01,Customer 27,West Indonesia,Modern Trade,Retailer,SKU 01,Beverage,373,22168,15533,20981,5%,N,8268664,5793809,2474855,0.2993
2025-01,Customer 27,West Indonesia,Modern Trade,Retailer,SKU 07,Snack,1031,42679,28447,43389,0%,N,44002049,29328857,14673192,0.3335
2025-01,Customer 27,West Indonesia,Modern Trade,Retailer,SKU 15,Frozen,489,42400,27715,44601,3%,Y,20733600,13552635,7180965,0.3463
2025-01,Customer 27,West Indonesia,General Trade,Retailer,SKU 18,Personal Care,597,27543,20559,25184,0%,N,16443171,12273723,4169448,0.2536
2025-01,Customer 27,West Indonesia,Modern Trade,Retailer,SKU 17,Personal Care,464,24482,16544,24791,8%,Y,11359648,7676416,3683232,0.3242
2025-01,Customer 27,West Indonesia,Modern Trade,Retailer,SKU 14,Frozen,831,12824,9286,11884,0%,N,10656744,7716666,2940078,0.2759
2025-01,Customer 28,West Indonesia,Online,Distributor,SKU 13,Frozen,480,10552,8724,10388,8%,N,5064960,4187520,877440,0.1732
2025-01,Customer 28,West Indonesia,General Trade,Distributor,SKU 10,Dairy,745,45864,35395,44833,3%,N,34168680,26369275,7799405,0.2283
2025-01,Customer 28,West Indonesia,Online,Distributor,SKU 19,Personal Care,962,34574,22941,32380,0%,N,33260188,22069242,11190946,0.3365
2025-01,Customer 28,West Indonesia,General Trade,Distributor,SKU 03,Beverage,483,49436,32985,50764,0%,N,23877588,15931755,7945833,0.3328
2025-01,Customer 28,West Indonesia,General Trade,Distributor,SKU 12,Dairy,927,8769,6210,8258,0%,N,8128863,5756670,2372193,0.2918
2025-01,Customer 28,West Indonesia,General Trade,Distributor,SKU 11,Dairy,948,10241,6620,10068,0%,N,9708468,6275760,3432708,0.3536
2025-01,Customer 28,West Indonesia,General Trade,Distributor,SKU 16,Frozen,1008,48303,38597,43819,8%,N,48689424,38905776,9783648,0.2009
2025-01,Customer 28,West Indonesia,Modern Trade,Distributor,SKU 04,Beverage,325,20015,16885,20744,3%,N,6504875,5487625,1017250,0.1564
2025-01,Customer 28,West Indonesia,Modern Trade,Distributor,SKU 05,Snack,286,13963,8580,14007,5%,N,3993418,2453880,1539538,0.3855
2025-01,Customer 28,West Indonesia,General Trade,Distributor,SKU 18,Personal Care,611,26622,22036,27736,0%,N,16266042,13463996,2802046,0.1723
2025-01,Customer 28,West Indonesia,General Trade,Distributor,SKU 09,Dairy,439,23655,17332,21336,8%,N,10384545,7608748,2775797,0.2673
2025-01,Customer 29,West Indonesia,Modern Trade,Distributor,SKU 07,Snack,719,47169,34409,45959,0%,Y,33914511,24740071,9174440,0.2705
2025-01,Customer 29,West Indonesia,General Trade,Distributor,SKU 04,Beverage,537,19433,15931,19615,3%,N,10435521,8554947,1880574,0.1802
2025-01,Customer 29,West Indonesia,Modern Trade,Distributor,SKU 09,Dairy,1126,23630,15967,22345,0%,N,26607380,17978842,8628538,0.3243
2025-01,Customer 29,West Indonesia,General Trade,Distributor,SKU 17,Personal Care,1161,23766,18250,26096,0%,N,27592326,21188250,6404076,0.2321
2025-01,Customer 29,West Indonesia,Modern Trade,Distributor,SKU 18,Personal Care,1037,27966,23510,27214,0%,N,29000742,24379870,4620872,0.1593
2025-01,Customer 29,West Indonesia,Modern Trade,Distributor,SKU 13,Frozen,414,11094,9006,10597,0%,N,4592916,3728484,864432,0.1882
2025-01,Customer 29,West Indonesia,Modern Trade,Distributor,SKU 03,Beverage,1150,45332,34839,43928,0%,N,52131800,40064850,12066950,0.2315
2025-01,Customer 29,West Indonesia,General Trade,Distributor,SKU 02,Beverage,612,8237,6363,8946,0%,N,5041044,3894156,1146888,0.2275
2025-01,Customer 29,West Indonesia,General Trade,Distributor,SKU 05,Snack,299,13430,11274,12736,3%,N,4015570,3370926,644644,0.1605
2025-01,Customer 29,West Indonesia,General Trade,Distributor,SKU 20,Personal Care,506,14674,12211,14811,0%,Y,7425044,6178766,1246278,0.1678
2025-01,Customer 29,West Indonesia,Modern Trade,Distributor,SKU 11,Dairy,52,9167,6521,8341,8%,N,476684,339092,137592,0.2886
2025-01,Customer 30,West Indonesia,General Trade,Retailer,SKU 13,Frozen,204,9622,7768,9343,0%,N,1962888,1584672,378216,0.1927
2025-01,Customer 30,West Indonesia,Modern Trade,Retailer,SKU 17,Personal Care,904,27520,21722,27392,0%,N,24878080,19636688,5241392,0.2107
2025-01,Customer 30,West Indonesia,Online,Retailer,SKU 07,Snack,889,44891,35703,47257,3%,N,39908099,31739967,8168132,0.2047
2025-01,Customer 30,West Indonesia,Online,Retailer,SKU 02,Beverage,473,8164,5627,7720,0%,N,3861572,2661571,1200001,0.3108
2025-01,Customer 30,West Indonesia,Modern Trade,Retailer,SKU 01,Beverage,928,25120,19649,24761,0%,Y,23311360,18234272,5077088,0.2178
2025-01,Customer 30,West Indonesia,Online,Retailer,SKU 05,Snack,59,15181,9692,16562,0%,N,895679,571828,323851,0.3616
2025-01,Customer 30,West Indonesia,General Trade,Retailer,SKU 14,Frozen,379,13037,9101,14128,3%,N,4941023,3449279,1491744,0.3019
